State,REI ID,REI,2013 DALYs,2013 Rank,2014 DALYs,2014 Rank,2013-2014 YoY %,2015 DALYs,2015 Rank,2014-2015 YoY %,2016 DALYs,2016 Rank,2015-2016 YoY %,2017 DALYs,2017 Rank,2016-2017 YoY %,2018 DALYs,2018 Rank,2017-2018 YoY %,2019 DALYs,2019 Rank,2018-2019 YoY %,2020 DALYs,2020 Rank,2019-2020 YoY %,2021 DALYs,2021 Rank,2020-2021 YoY %,2022 DALYs,2022 Rank,2021-2022 YoY %,2023 DALYs,2023 Rank,2022-2023 YoY %
Other Union Territories,108,High body-mass index,14.12K,23,15.33K,23,+8.58%,16.41K,22,+7.03%,17.89K,22,+9.06%,18.72K,22,+4.63%,19.26K,22,+2.86%,19.35K,22,+0.49%,21.19K,22,+9.50%,28.17K,22,+32.90%,22.54K,23,-19.97%,23.32K,23,+3.45%
Goa,108,High body-mass index,9.36K,24,9.83K,24,+5.09%,10.15K,24,+3.19%,10.43K,24,+2.75%,10.52K,24,+0.86%,10.55K,24,+0.32%,10.29K,24,-2.45%,10.58K,24,+2.76%,13.46K,24,+27.27%,11.37K,24,-15.52%,11.62K,24,+2.23%
Tripura,108,High body-mass index,5.20K,25,4.65K,25,-10.63%,5.20K,25,+11.75%,6.62K,25,+27.42%,7.12K,25,+7.61%,7.16K,25,+0.57%,7.39K,25,+3.11%,7.73K,25,+4.59%,9.08K,26,+17.54%,9.35K,25,+3.00%,10.04K,25,+7.28%
Manipur,108,High body-mass index,4.18K,26,4.65K,26,+11.22%,5.15K,26,+10.85%,5.81K,26,+12.72%,6.29K,26,+8.28%,6.76K,26,+7.42%,6.97K,26,+3.22%,7.31K,26,+4.76%,11.37K,25,+55.70%,9.08K,26,-20.14%,9.75K,26,+7.32%
Meghalaya,108,High body-mass index,2.19K,27,2.30K,27,+5.32%,2.43K,27,+5.59%,2.78K,27,+14.39%,3.03K,27,+8.85%,3.23K,27,+6.48%,3.33K,27,+3.11%,3.52K,27,+5.90%,5.70K,27,+61.79%,4.23K,27,-25.78%,4.52K,27,+6.88%
Nagaland,108,High body-mass index,1.42K,28,1.54K,28,+7.98%,1.65K,28,+7.42%,1.80K,28,+9.21%,1.93K,28,+7.02%,2.03K,28,+5.38%,2.07K,28,+1.60%,2.19K,28,+6.02%,3.41K,28,+55.55%,2.61K,28,-23.55%,2.78K,28,+6.49%
Sikkim,108,High body-mass index,1.33K,29,1.38K,29,+3.70%,1.39K,30,+0.61%,1.42K,30,+1.71%,1.38K,30,-2.76%,1.31K,30,-5.20%,1.20K,30,-7.96%,1.17K,30,-2.48%,1.47K,30,+25.86%,1.45K,30,-1.58%,1.50K,30,+3.58%
Arunachal Pradesh,108,High body-mass index,1.26K,30,1.37K,30,+8.79%,1.49K,29,+8.70%,1.64K,29,+10.05%,1.75K,29,+6.87%,1.83K,29,+4.32%,1.87K,29,+2.18%,1.97K,29,+5.36%,2.52K,29,+28.11%,2.36K,29,-6.45%,2.49K,29,+5.72%
Mizoram,108,High body-mass index,595.20,31,608.60,31,+2.25%,664.95,31,+9.26%,799.09,31,+20.17%,855.36,31,+7.04%,876.83,31,+2.51%,881.54,31,+0.54%,949.98,31,+7.76%,1.33K,31,+40.29%,1.10K,31,-17.35%,1.14K,31,+3.81%
Mizoram,116,Diet high in red meat,-6.35,1,-6.30,1,-0.69%,-6.79,1,+7.74%,-8.14,1,+19.88%,-8.83,1,+8.50%,-9.14,1,+3.53%,-9.18,1,+0.46%,-9.55,1,+4.02%,-12.70,2,+32.97%,-10.68,1,-15.91%,-10.69,1,+0.10%
Sikkim,116,Diet high in red meat,-11.04,2,-11.34,2,+2.69%,-11.45,2,+1.00%,-11.77,2,+2.79%,-11.58,2,-1.66%,-11.05,2,-4.52%,-10.23,2,-7.46%,-9.79,2,-4.32%,-11.87,1,+21.23%,-11.64,2,-1.89%,-11.79,2,+1.27%
Arunachal Pradesh,116,Diet high in red meat,-17.10,3,-17.65,3,+3.22%,-18.69,3,+5.89%,-20.20,3,+8.09%,-21.34,3,+5.64%,-21.83,3,+2.32%,-21.89,3,+0.26%,-22.22,3,+1.51%,-27.17,3,+22.27%,-24.87,3,-8.46%,-25.20,3,+1.34%
Nagaland,116,Diet high in red meat,-30.28,4,-30.95,4,+2.22%,-32.06,4,+3.59%,-34.04,4,+6.15%,-35.61,4,+4.63%,-36.54,4,+2.60%,-36.09,4,-1.23%,-36.44,4,+0.98%,-53.65,4,+47.22%,-38.66,4,-27.94%,-38.86,4,+0.52%
Meghalaya,116,Diet high in red meat,-31.28,5,-31.24,5,-0.13%,-32.09,5,+2.73%,-35.94,5,+12.01%,-38.73,5,+7.75%,-40.63,5,+4.90%,-41.05,5,+1.05%,-41.82,5,+1.86%,-64.18,5,+53.47%,-46.86,5,-26.99%,-47.78,5,+1.98%
Manipur,116,Diet high in red meat,-58.73,6,-61.21,6,+4.22%,-64.86,6,+5.96%,-71.22,6,+9.81%,-75.46,6,+5.95%,-78.35,6,+3.83%,-78.39,6,+0.05%,-78.12,6,-0.34%,-114.16,7,+46.13%,-88.03,7,-22.88%,-89.24,7,+1.37%
Goa,116,Diet high in red meat,-78.50,7,-80.73,7,+2.84%,-83.10,7,+2.94%,-85.05,7,+2.34%,-85.52,7,+0.55%,-85.20,7,-0.37%,-83.04,7,-2.54%,-83.96,7,+1.11%,-103.98,6,+23.85%,-85.72,6,-17.56%,-84.02,6,-1.98%
Other Union Territories,116,Diet high in red meat,-85.65,8,-90.28,8,+5.40%,-95.43,8,+5.70%,-103.12,8,+8.06%,-107.35,8,+4.10%,-109.25,8,+1.77%,-109.28,8,+0.03%,-117.92,8,+7.91%,-151.30,8,+28.31%,-120.04,8,-20.66%,-122.33,8,+1.91%
Tripura,116,Diet high in red meat,-131.10,9,-112.74,9,-14.00%,-121.14,10,+7.45%,-149.84,10,+23.70%,-158.89,10,+6.04%,-155.92,10,-1.87%,-156.12,10,+0.13%,-156.43,10,+0.20%,-173.66,10,+11.01%,-170.83,10,-1.63%,-174.29,10,+2.03%
Himachal Pradesh,116,Diet high in red meat,-132.04,10,-123.45,10,-6.51%,-121.12,9,-1.89%,-125.86,9,+3.92%,-133.17,9,+5.80%,-139.14,9,+4.49%,-140.20,9,+0.77%,-137.04,9,-2.26%,-164.97,9,+20.38%,-169.15,9,+2.53%,-171.33,9,+1.29%
Jammu & Kashmir and Ladakh,116,Diet high in red meat,-203.84,11,-214.93,11,+5.44%,-233.73,11,+8.75%,-259.62,11,+11.08%,-273.43,11,+5.32%,-280.58,11,+2.62%,-275.61,11,-1.77%,-260.56,11,-5.46%,-288.70,11,+10.80%,-295.39,11,+2.32%,-295.69,11,+0.10%
Delhi,116,Diet high in red meat,-395.62,12,-394.27,12,-0.34%,-391.57,12,-0.68%,-397.61,12,+1.54%,-377.26,12,-5.12%,-367.42,12,-2.61%,-340.62,12,-7.29%,-415.16,12,+21.88%,-495.57,12,+19.37%,-356.15,12,-28.13%,-365.87,12,+2.73%
Uttarakhand,116,Diet high in red meat,-423.20,13,-445.77,13,+5.33%,-468.02,13,+4.99%,-506.06,13,+8.13%,-519.23,13,+2.60%,-515.01,13,-0.81%,-479.08,13,-6.98%,-471.40,13,-1.60%,-550.19,13,+16.72%,-504.18,13,-8.36%,-495.27,13,-1.77%
Odisha,116,Diet high in red meat,-541.53,14,-540.42,14,-0.20%,-561.84,14,+3.96%,-642.58,14,+14.37%,-704.44,14,+9.63%,-730.10,14,+3.64%,-735.00,14,+0.67%,-726.22,14,-1.19%,-818.15,14,+12.66%,-786.14,14,-3.91%,-783.22,14,-0.37%
Jharkhand,116,Diet high in red meat,-564.29,15,-592.10,15,+4.93%,-602.49,15,+1.76%,-702.13,15,+16.54%,-747.94,15,+6.52%,-779.23,15,+4.18%,-781.93,15,+0.35%,-756.94,15,-3.20%,-926.61,15,+22.42%,-836.86,15,-9.69%,-821.02,15,-1.89%
Haryana,116,Diet high in red meat,-766.23,16,-827.05,16,+7.94%,-882.58,16,+6.71%,-987.98,18,+11.94%,-1.03K,18,+4.06%,-1.06K,18,+3.14%,-1.03K,17,-3.31%,-1.04K,19,+1.49%,-1.24K,19,+19.64%,-1.02K,16,-18.01%,-1.01K,16,-1.32%
Assam,116,Diet high in red meat,-858.84,17,-873.52,17,+1.71%,-908.82,17,+4.04%,-970.09,16,+6.74%,-1.02K,17,+4.76%,-1.04K,17,+2.05%,-1.03K,18,-0.54%,-1.01K,16,-2.26%,-1.19K,17,+18.05%,-1.11K,19,-6.69%,-1.12K,19,+1.11%
Madhya Pradesh,116,Diet high in red meat,-879.78,18,-899.91,18,+2.29%,-925.51,18,+2.84%,-978.20,17,+5.69%,-990.92,16,+1.30%,-999.43,16,+0.86%,-993.77,16,-0.57%,-1.01K,17,+1.82%,-1.30K,20,+28.59%,-1.03K,17,-20.74%,-1.05K,17,+1.74%
Punjab,116,Diet high in red meat,-942.88,19,-967.00,19,+2.56%,-1.00K,19,+3.81%,-1.11K,19,+10.55%,-1.17K,19,+5.10%,-1.19K,21,+2.32%,-1.17K,22,-1.66%,-1.21K,22,+3.26%,-1.40K,22,+15.87%,-1.26K,22,-10.52%,-1.25K,22,-0.85%
Kerala,116,Diet high in red meat,-992.15,20,-1.01K,20,+2.15%,-1.06K,20,+4.54%,-1.14K,20,+7.97%,-1.21K,22,+6.19%,-1.20K,22,-1.03%,-1.15K,21,-4.63%,-1.02K,18,-10.61%,-1.11K,16,+7.89%,-1.16K,20,+5.12%,-1.15K,21,-0.68%
Chhattisgarh,116,Diet high in red meat,-1.02K,21,-1.04K,21,+2.67%,-1.10K,22,+5.21%,-1.22K,23,+10.95%,-1.29K,23,+5.75%,-1.31K,23,+1.73%,-1.32K,23,+0.52%,-1.30K,23,-1.40%,-1.71K,24,+31.54%,-1.39K,23,-18.37%,-1.37K,23,-2.09%
Andhra Pradesh,116,Diet high in red meat,-1.04K,22,-1.06K,22,+1.59%,-1.09K,21,+2.95%,-1.16K,21,+6.51%,-1.20K,21,+3.93%,-1.19K,20,-1.41%,-1.14K,20,-3.63%,-1.16K,21,+1.87%,-1.35K,21,+16.04%,-1.16K,21,-13.88%,-1.15K,20,-0.99%
Tamil Nadu,116,Diet high in red meat,-1.04K,23,-1.09K,23,+4.67%,-1.12K,23,+2.51%,-1.18K,22,+5.74%,-1.20K,20,+1.75%,-1.17K,19,-2.64%,-1.09K,19,-6.93%,-1.10K,20,+0.57%,-1.22K,18,+11.07%,-1.05K,18,-13.84%,-1.08K,18,+2.60%
Rajasthan,116,Diet high in red meat,-1.05K,24,-1.13K,24,+7.39%,-1.21K,24,+7.20%,-1.32K,24,+8.99%,-1.37K,24,+4.20%,-1.39K,24,+0.89%,-1.36K,24,-2.03%,-1.32K,24,-3.08%,-1.51K,23,+15.05%,-1.44K,24,-4.91%,-1.46K,24,+1.18%
Karnataka,116,Diet high in red meat,-1.31K,25,-1.36K,25,+3.85%,-1.43K,26,+5.07%,-1.53K,26,+6.89%,-1.58K,26,+3.48%,-1.58K,26,-0.19%,-1.54K,25,-2.34%,-1.65K,26,+6.84%,-2.01K,26,+21.93%,-1.62K,26,-19.70%,-1.63K,25,+1.11%
Bihar,116,Diet high in red meat,-1.35K,26,-1.39K,26,+2.64%,-1.40K,25,+0.89%,-1.52K,25,+8.71%,-1.54K,25,+1.06%,-1.58K,25,+2.67%,-1.57K,26,-0.73%,-1.50K,25,-4.20%,-1.86K,25,+24.07%,-1.61K,25,-13.21%,-1.69K,26,+4.46%
Telangana,116,Diet high in red meat,-1.67K,27,-1.72K,27,+3.30%,-1.81K,27,+4.79%,-1.96K,27,+8.51%,-2.06K,27,+5.14%,-2.11K,27,+2.23%,-2.11K,27,+0.00%,-2.10K,27,-0.29%,-2.44K,27,+16.01%,-2.18K,27,-10.69%,-2.13K,27,-2.22%
Maharashtra,116,Diet high in red meat,-2.09K,28,-2.19K,28,+4.60%,-2.27K,28,+3.64%,-2.34K,28,+3.26%,-2.46K,28,+5.17%,-2.92K,28,+18.66%,-2.43K,28,-17.07%,-2.16K,28,-11.08%,-2.57K,28,+19.04%,-2.36K,28,-8.17%,-2.43K,28,+2.93%
West Bengal,116,Diet high in red meat,-2.68K,29,-2.76K,29,+3.24%,-2.79K,29,+0.83%,-2.93K,29,+5.06%,-2.98K,29,+1.64%,-2.97K,29,-0.17%,-2.91K,29,-2.12%,-3.03K,29,+4.34%,-3.70K,29,+22.11%,-3.05K,29,-17.80%,-3.15K,29,+3.45%
Uttar Pradesh,116,Diet high in red meat,-3.84K,30,-4.22K,30,+9.89%,-4.50K,30,+6.68%,-5.02K,30,+11.52%,-5.08K,30,+1.23%,-5.13K,30,+0.89%,-4.92K,30,-4.06%,-4.62K,30,-6.16%,-5.27K,30,+14.07%,-5.31K,30,+0.92%,-5.36K,30,+0.88%
Gujarat,116,Diet high in red meat,-4.03K,31,-4.32K,31,+7.15%,-4.62K,31,+6.99%,-5.03K,31,+8.91%,-5.38K,31,+6.93%,-5.52K,31,+2.51%,-5.63K,31,+1.99%,-6.11K,31,+8.66%,-8.91K,31,+45.66%,-5.96K,31,-33.04%,-5.94K,31,-0.45%
Uttar Pradesh,117,Diet high in processed meat,8.12K,1,8.42K,1,+3.66%,8.32K,1,-1.15%,8.86K,1,+6.45%,8.26K,1,-6.77%,8.00K,2,-3.12%,7.13K,2,-10.80%,6.37K,2,-10.68%,7.76K,3,+21.84%,7.92K,2,+2.06%,8.20K,2,+3.54%
West Bengal,117,Diet high in processed meat,6.89K,2,7.25K,2,+5.36%,7.25K,2,-0.04%,7.80K,2,+7.55%,7.96K,2,+2.11%,8.19K,1,+2.87%,8.02K,1,-2.10%,8.30K,1,+3.48%,10.86K,1,+30.90%,9.43K,1,-13.24%,10.18K,1,+7.98%
Gujarat,117,Diet high in processed meat,6.36K,3,6.47K,3,+1.79%,6.43K,3,-0.67%,6.51K,3,+1.25%,6.44K,3,-1.00%,6.23K,3,-3.26%,5.99K,3,-3.89%,6.19K,3,+3.39%,9.69K,2,+56.43%,6.44K,3,-33.51%,6.61K,3,+2.65%
Maharashtra,117,Diet high in processed meat,5.32K,4,5.23K,4,-1.80%,4.99K,5,-4.46%,4.79K,7,-4.15%,4.62K,7,-3.52%,5.15K,6,+11.54%,3.96K,9,-23.09%,3.35K,11,-15.51%,4.22K,11,+25.97%,3.92K,10,-7.07%,4.17K,9,+6.44%
Tamil Nadu,117,Diet high in processed meat,5.24K,5,5.22K,5,-0.45%,5.02K,4,-3.91%,4.97K,6,-0.86%,4.71K,6,-5.25%,4.33K,7,-8.13%,3.79K,10,-12.53%,3.73K,9,-1.42%,4.31K,10,+15.53%,3.65K,12,-15.31%,3.79K,12,+3.81%
Karnataka,117,Diet high in processed meat,4.52K,6,4.75K,6,+4.93%,4.96K,6,+4.38%,5.25K,4,+5.87%,5.34K,4,+1.72%,5.29K,5,-0.84%,5.09K,5,-3.81%,5.43K,4,+6.59%,6.99K,4,+28.74%,5.65K,5,-19.10%,5.86K,5,+3.68%
Telangana,117,Diet high in processed meat,4.35K,7,4.54K,7,+4.26%,4.70K,7,+3.50%,5.08K,5,+8.27%,5.30K,5,+4.32%,5.40K,4,+1.87%,5.36K,4,-0.78%,5.29K,5,-1.30%,6.36K,5,+20.24%,5.87K,4,-7.73%,5.92K,4,+0.81%
Andhra Pradesh,117,Diet high in processed meat,3.91K,8,4.06K,8,+3.73%,4.18K,8,+3.01%,4.38K,8,+4.85%,4.43K,8,+0.97%,4.31K,8,-2.71%,4.07K,8,-5.54%,4.15K,6,+1.96%,5.05K,8,+21.81%,4.46K,8,-11.69%,4.54K,8,+1.76%
Bihar,117,Diet high in processed meat,3.64K,9,3.79K,9,+4.18%,3.79K,10,+0.20%,4.17K,9,+10.00%,4.12K,9,-1.33%,4.29K,9,+4.25%,4.21K,6,-1.84%,3.96K,8,-6.12%,5.22K,7,+31.81%,4.68K,6,-10.24%,5.02K,6,+7.15%
Madhya Pradesh,117,Diet high in processed meat,3.60K,10,3.75K,10,+4.26%,3.85K,9,+2.53%,4.10K,10,+6.54%,4.11K,10,+0.19%,4.15K,10,+1.09%,4.10K,7,-1.33%,4.09K,7,-0.27%,5.58K,6,+36.56%,4.50K,7,-19.28%,4.73K,7,+5.09%
Punjab,117,Diet high in processed meat,2.88K,11,2.99K,11,+3.87%,3.10K,12,+3.48%,3.43K,11,+10.91%,3.57K,11,+4.05%,3.66K,11,+2.46%,3.55K,11,-3.13%,3.65K,10,+3.03%,4.40K,9,+20.31%,3.97K,9,-9.72%,4.04K,10,+1.90%
Rajasthan,117,Diet high in processed meat,2.68K,12,2.91K,12,+8.39%,3.10K,11,+6.57%,3.37K,12,+8.67%,3.45K,12,+2.38%,3.47K,12,+0.68%,3.37K,12,-2.89%,3.22K,12,-4.48%,3.92K,12,+21.72%,3.80K,11,-3.04%,3.90K,11,+2.68%
Kerala,117,Diet high in processed meat,2.18K,13,2.11K,13,-3.31%,2.06K,13,-2.37%,2.08K,13,+1.19%,2.06K,13,-0.83%,1.94K,13,-6.12%,1.75K,15,-9.87%,1.51K,15,-13.50%,1.72K,15,+13.95%,1.82K,15,+6.04%,1.90K,15,+4.31%
Haryana,117,Diet high in processed meat,1.53K,14,1.55K,14,+1.21%,1.51K,15,-2.56%,1.58K,16,+4.31%,1.50K,16,-4.67%,1.48K,16,-1.82%,1.32K,16,-10.74%,1.28K,16,-2.78%,1.61K,16,+25.63%,1.31K,16,-18.79%,1.37K,16,+4.50%
Chhattisgarh,117,Diet high in processed meat,1.41K,15,1.48K,15,+5.06%,1.56K,14,+5.18%,1.75K,14,+12.28%,1.82K,14,+4.27%,1.87K,14,+2.43%,1.86K,13,-0.31%,1.83K,13,-1.79%,2.60K,13,+41.87%,2.14K,13,-17.73%,2.17K,13,+1.52%
Odisha,117,Diet high in processed meat,1.39K,16,1.42K,16,+1.71%,1.45K,16,+2.57%,1.63K,15,+12.50%,1.73K,15,+5.80%,1.78K,15,+3.00%,1.77K,14,-0.74%,1.73K,14,-1.93%,2.11K,14,+21.80%,2.04K,14,-3.56%,2.08K,14,+2.28%
Uttarakhand,117,Diet high in processed meat,1.01K,17,1.07K,17,+6.38%,1.12K,17,+4.19%,1.21K,17,+8.07%,1.22K,17,+0.85%,1.21K,17,-0.57%,1.11K,17,-8.51%,1.08K,17,-2.60%,1.32K,17,+22.39%,1.22K,18,-7.46%,1.24K,18,+1.21%
Jharkhand,117,Diet high in processed meat,926.12,18,910.70,18,-1.67%,862.01,19,-5.35%,954.56,19,+10.74%,937.80,19,-1.76%,929.87,19,-0.85%,876.45,19,-5.74%,805.36,20,-8.11%,1.02K,20,+27.16%,960.30,19,-6.23%,975.67,19,+1.60%
Assam,117,Diet high in processed meat,852.54,19,885.87,19,+3.91%,923.53,18,+4.25%,999.01,18,+8.17%,1.05K,18,+4.99%,1.08K,18,+3.28%,1.07K,18,-1.21%,1.05K,18,-2.01%,1.29K,18,+23.29%,1.26K,17,-2.36%,1.34K,17,+6.45%
Delhi,117,Diet high in processed meat,845.96,20,854.62,20,+1.02%,834.63,20,-2.34%,850.71,20,+1.93%,787.28,20,-7.46%,767.38,20,-2.53%,686.00,21,-10.60%,830.94,19,+21.13%,1.07K,19,+29.33%,777.05,21,-27.69%,807.68,21,+3.94%
Jammu & Kashmir and Ladakh,117,Diet high in processed meat,540.37,21,577.85,21,+6.94%,627.64,21,+8.62%,702.87,21,+11.99%,730.26,21,+3.90%,752.62,21,+3.06%,732.44,20,-2.68%,691.97,21,-5.52%,811.32,21,+17.25%,837.66,20,+3.25%,859.25,20,+2.58%
Himachal Pradesh,117,Diet high in processed meat,315.69,22,295.86,22,-6.28%,288.38,22,-2.53%,299.17,22,+3.74%,312.84,22,+4.57%,327.01,22,+4.53%,325.48,22,-0.47%,316.31,22,-2.82%,401.52,22,+26.94%,418.57,22,+4.25%,434.43,22,+3.79%
Other Union Territories,117,Diet high in processed meat,163.47,23,175.23,23,+7.19%,185.53,23,+5.88%,202.39,23,+9.09%,209.99,23,+3.76%,214.49,23,+2.14%,212.37,23,-0.99%,229.37,23,+8.00%,311.38,23,+35.76%,251.02,23,-19.39%,262.51,23,+4.58%
Tripura,117,Diet high in processed meat,140.80,24,125.33,24,-10.99%,136.52,24,+8.92%,170.80,24,+25.11%,178.86,24,+4.72%,177.35,24,-0.84%,174.94,24,-1.36%,176.27,24,+0.76%,208.91,24,+18.52%,212.11,24,+1.53%,228.05,24,+7.51%
Goa,117,Diet high in processed meat,111.00,25,115.99,25,+4.49%,118.80,25,+2.42%,121.61,25,+2.36%,121.49,25,-0.09%,120.55,25,-0.78%,115.17,25,-4.47%,116.31,25,+0.99%,152.35,26,+30.99%,127.78,26,-16.13%,131.53,26,+2.94%
Manipur,117,Diet high in processed meat,72.98,26,78.85,26,+8.04%,84.56,26,+7.24%,93.76,26,+10.88%,98.64,26,+5.21%,103.55,26,+4.98%,103.05,26,-0.49%,103.65,26,+0.59%,162.00,25,+56.29%,127.91,25,-21.04%,137.73,25,+7.68%
Meghalaya,117,Diet high in processed meat,38.52,27,39.76,27,+3.23%,41.03,27,+3.20%,46.53,27,+13.40%,49.69,27,+6.79%,52.45,27,+5.55%,52.37,27,-0.15%,53.53,27,+2.21%,87.93,27,+64.26%,65.04,27,-26.03%,68.50,27,+5.31%
Nagaland,117,Diet high in processed meat,31.62,28,32.98,28,+4.29%,34.02,28,+3.16%,35.99,28,+5.80%,37.16,28,+3.24%,38.09,28,+2.51%,37.16,28,-2.43%,37.73,28,+1.53%,59.29,28,+57.15%,43.25,28,-27.06%,45.46,28,+5.11%
Arunachal Pradesh,117,Diet high in processed meat,20.95,29,22.07,29,+5.36%,23.28,29,+5.47%,25.20,29,+8.27%,26.34,29,+4.52%,27.04,29,+2.63%,26.95,29,-0.30%,27.47,29,+1.90%,35.64,29,+29.75%,33.07,29,-7.21%,34.81,29,+5.26%
Sikkim,117,Diet high in processed meat,18.81,30,19.23,30,+2.24%,19.04,30,-0.99%,19.25,30,+1.10%,18.47,30,-4.06%,17.41,30,-5.72%,15.68,30,-9.93%,14.86,30,-5.23%,19.32,30,+29.97%,19.15,30,-0.87%,20.04,30,+4.68%
Mizoram,117,Diet high in processed meat,7.76,31,7.91,31,+1.97%,8.53,31,+7.78%,10.26,31,+20.26%,10.84,31,+5.67%,11.10,31,+2.39%,10.90,31,-1.79%,11.39,31,+4.54%,16.30,31,+43.07%,13.53,31,-16.99%,14.06,31,+3.94%
Maharashtra,118,Diet high in sugar-sweetened beverages,13.79K,1,13.94K,1,+1.09%,13.79K,1,-1.07%,13.71K,2,-0.59%,13.68K,1,-0.25%,15.94K,1,+16.50%,12.69K,3,-20.38%,10.99K,4,-13.36%,13.55K,4,+23.29%,12.39K,5,-8.61%,13.68K,4,+10.42%
Uttar Pradesh,118,Diet high in sugar-sweetened beverages,12.06K,2,12.49K,2,+3.62%,12.66K,2,+1.33%,13.82K,1,+9.21%,13.12K,2,-5.06%,12.96K,4,-1.29%,11.73K,4,-9.46%,10.86K,5,-7.40%,13.39K,5,+23.27%,12.76K,4,-4.73%,13.68K,3,+7.25%
West Bengal,118,Diet high in sugar-sweetened beverages,10.21K,3,11.02K,3,+7.93%,11.27K,3,+2.22%,12.35K,3,+9.64%,12.72K,3,+2.97%,13.23K,2,+4.05%,13.18K,1,-0.43%,13.88K,2,+5.31%,17.89K,2,+28.92%,14.75K,1,-17.55%,16.35K,1,+10.83%
Tamil Nadu,118,Diet high in sugar-sweetened beverages,10.20K,4,10.50K,4,+3.02%,10.48K,5,-0.21%,10.78K,5,+2.81%,10.56K,6,-2.02%,10.00K,6,-5.26%,9.07K,7,-9.30%,9.11K,7,+0.36%,10.32K,8,+13.34%,8.69K,8,-15.78%,9.38K,7,+7.85%
Karnataka,118,Diet high in sugar-sweetened beverages,9.55K,5,10.26K,5,+7.45%,11.01K,4,+7.32%,12.05K,4,+9.48%,12.70K,4,+5.35%,13.07K,3,+2.93%,13.16K,2,+0.71%,14.62K,1,+11.12%,18.87K,1,+29.05%,14.58K,2,-22.76%,15.55K,2,+6.71%
Punjab,118,Diet high in sugar-sweetened beverages,8.11K,6,8.62K,6,+6.24%,9.12K,6,+5.83%,10.36K,6,+13.59%,11.07K,5,+6.79%,11.67K,5,+5.44%,11.68K,5,+0.09%,12.26K,3,+4.94%,14.59K,3,+18.99%,12.84K,3,-11.98%,13.27K,5,+3.39%
Andhra Pradesh,118,Diet high in sugar-sweetened beverages,7.34K,7,7.90K,7,+7.69%,8.46K,7,+7.12%,9.24K,7,+9.18%,9.78K,7,+5.82%,9.98K,7,+2.01%,9.88K,6,-0.92%,10.49K,6,+6.09%,12.87K,6,+22.72%,11.07K,6,-13.94%,11.55K,6,+4.29%
Gujarat,118,Diet high in sugar-sweetened beverages,6.62K,8,6.90K,8,+4.16%,7.06K,8,+2.29%,7.37K,8,+4.44%,7.48K,8,+1.57%,7.43K,9,-0.72%,7.32K,9,-1.49%,7.74K,8,+5.68%,11.73K,7,+51.64%,7.57K,9,-35.48%,8.02K,9,+5.89%
Haryana,118,Diet high in sugar-sweetened beverages,5.48K,9,5.73K,9,+4.70%,5.78K,10,+0.75%,6.22K,10,+7.65%,6.11K,10,-1.71%,6.21K,11,+1.55%,5.72K,11,-7.93%,5.72K,12,+0.09%,7.14K,12,+24.87%,5.64K,12,-21.03%,6.07K,12,+7.53%
Rajasthan,118,Diet high in sugar-sweetened beverages,4.88K,10,5.50K,10,+12.70%,6.08K,9,+10.49%,6.85K,9,+12.68%,7.28K,9,+6.29%,7.63K,8,+4.91%,7.71K,8,+1.05%,7.63K,9,-1.11%,9.24K,9,+21.12%,8.73K,7,-5.49%,9.24K,8,+5.87%
Telangana,118,Diet high in sugar-sweetened beverages,4.12K,11,4.48K,11,+8.90%,4.86K,11,+8.30%,5.48K,11,+12.83%,5.92K,11,+8.05%,6.27K,10,+5.91%,6.50K,10,+3.70%,6.68K,10,+2.66%,8.07K,10,+20.83%,7.23K,10,-10.33%,7.42K,10,+2.60%
Madhya Pradesh,118,Diet high in sugar-sweetened beverages,4.05K,12,4.37K,12,+7.89%,4.63K,12,+6.08%,5.07K,12,+9.49%,5.24K,12,+3.32%,5.48K,12,+4.59%,5.61K,12,+2.23%,5.80K,11,+3.52%,7.93K,11,+36.67%,6.17K,11,-22.16%,6.70K,11,+8.48%
Bihar,118,Diet high in sugar-sweetened beverages,3.01K,13,3.24K,14,+7.77%,3.33K,14,+2.85%,3.73K,14,+11.95%,3.75K,15,+0.38%,4.01K,15,+7.04%,4.06K,15,+1.17%,3.93K,15,-3.12%,5.21K,14,+32.54%,4.39K,15,-15.75%,4.85K,14,+10.47%
Uttarakhand,118,Diet high in sugar-sweetened beverages,2.93K,14,3.26K,13,+11.20%,3.54K,13,+8.66%,4.00K,13,+12.85%,4.20K,13,+5.06%,4.36K,13,+3.79%,4.16K,14,-4.53%,4.18K,14,+0.51%,5.10K,15,+22.08%,4.64K,14,-9.08%,4.76K,15,+2.56%
Chhattisgarh,118,Diet high in sugar-sweetened beverages,2.69K,15,2.89K,15,+7.38%,3.15K,15,+9.09%,3.68K,15,+16.69%,3.98K,14,+8.11%,4.19K,14,+5.38%,4.33K,13,+3.27%,4.52K,13,+4.39%,6.53K,13,+44.44%,5.07K,13,-22.28%,5.37K,13,+5.84%
Delhi,118,Diet high in sugar-sweetened beverages,2.51K,16,2.63K,16,+4.87%,2.69K,16,+2.22%,2.86K,16,+6.33%,2.74K,17,-4.09%,2.78K,17,+1.46%,2.58K,17,-7.20%,3.17K,17,+22.81%,4.04K,16,+27.28%,2.84K,17,-29.66%,3.06K,17,+7.82%
